date,DailySentimentMean,DailySentimentMedian,PositiveRatio,NegativeRatio,NewsCount,SentimentZScore
2025-04-23,0.14781,0.27115,0.6,0.3,10,0.11769832664338414
2025-04-24,0.25322500000000003,0.25115,0.5,0.0,4,0.7530228818487997
2025-04-25,0.23241666666666663,0.17,0.5,0.16666666666666666,6,0.6276133564533051
2025-04-26,0.1288857142857143,0.0,0.14285714285714285,0.0,7,0.003643748034943629
2025-04-27,-0.09106666666666667,0.0,0.0,0.3333333333333333,3,-1.32198494422843
2025-04-28,0.10321111111111111,0.0,0.2222222222222222,0.1111111111111111,9,-0.15109424790472636
2025-04-29,0.050575,0.0,0.25,0.0,4,-0.4683262725635461
2025-04-30,0.238525,0.05135,0.5,0.0,8,0.6644276063991992
2025-05-01,0.1867,0.0,0.2857142857142857,0.0,7,0.35208405876821086
2025-05-02,0.324,0.3182,0.6666666666666666,0.1111111111111111,9,1.1795759852464496
2025-05-05,0.2338818181818182,0.0,0.45454545454545453,0.18181818181818182,11,0.6364436627159072
2025-05-06,0.21423333333333336,0.2023,0.6666666666666666,0.0,3,0.5180244159595256
2025-05-07,-0.0022999999999999817,0.0,0.23076923076923078,0.38461538461538464,13,-0.7869980541552202
2025-05-08,0.11369,0.0,0.4,0.2,10,-0.08793914263147018
2025-05-09,0.2990916666666667,0.4491,0.5833333333333334,0.08333333333333333,12,1.0294562129568492
2025-05-10,0.3876833333333333,0.534,0.6666666666666666,0.16666666666666666,6,1.563388397369944
2025-05-11,0.105375,0.0,0.25,0.0,4,-0.1380527287106148
2025-05-12,0.27404999999999996,0.0577,0.5,0.0,6,0.8785328554023996
2025-05-13,0.26605,0.26025,0.75,0.0,8,0.8303177395114609
2025-05-14,0.08576923076923079,0.0,0.23076923076923078,0.07692307692307693,13,-0.2562145331596824
2025-05-15,0.15133333333333335,0.10115,0.5,0.16666666666666666,6,0.1389330672670186
2025-05-16,0.1156875,0.21075,0.5,0.25,8,-0.07590043088245138
2025-05-17,0.07824,0.0,0.2,0.2,5,-0.3015923749231931
2025-05-18,-0.20095,-0.20095,0.0,0.5,2,-1.9842396506220967
2025-05-19,0.17080833333333334,0.2287,0.5,0.3333333333333333,12,0.25630674001402287
2025-05-20,0.5376666666666666,0.63095,0.8333333333333334,0.0,6,2.467321372166942
2025-05-21,0.2586363636363636,0.4588,0.6363636363636364,0.18181818181818182,11,0.78563657245571
2025-05-22,0.28357499999999997,0.0,0.4166666666666667,0.0,12,0.9359389777600486
2025-05-23,-0.019289999999999995,0.0,0.4,0.4,10,-0.8893949065286018
2025-05-24,0.11916666666666668,0.0,0.3333333333333333,0.3333333333333333,3,-0.05493187787779816
2025-05-26,-0.007999999999999998,0.0,0.3333333333333333,0.3333333333333333,3,-0.8213513242275143
2025-05-27,0.3450875,0.37739999999999996,0.75,0.0,8,1.3066680172902212
2025-05-28,0.20848,0.10115,0.5,0.2,10,0.48334971178129194
2025-05-29,0.09707500000000001,0.0,0.3333333333333333,0.08333333333333333,12,-0.18807591144746383
2025-05-30,0.1742142857142857,0.2874,0.5714285714285714,0.14285714285714285,7,0.2768340386098526
2025-05-31,0.3715,0.3715,1.0,0.0,2,1.4658532358488991
2025-06-01,0.0,0.0,0.0,0.0,5,-0.7731362083365754
2025-06-02,0.253125,0.3291,0.5833333333333334,0.16666666666666666,12,0.7524201929001627
2025-06-03,0.13862608695652173,0.0,0.34782608695652173,0.13043478260869565,23,0.062347897677932924
2025-06-04,0.18036666666666668,0.0,0.3888888888888889,0.16666666666666666,18,0.31391375868788424
2025-06-05,0.10915238095238096,0.0,0.42857142857142855,0.14285714285714285,21,-0.11528687116270565
2025-06-06,0.38174285714285716,0.50105,0.6428571428571429,0.0,14,1.5275858038735477
2025-06-07,0.12184285714285714,0.0,0.42857142857142855,0.2857142857142857,7,-0.038802773633329436
2025-06-08,0.10115,0.10115,0.5,0.0,2,-0.16351633679051686
2025-06-09,0.14359411764705882,0.0644,0.5294117647058824,0.058823529411764705,17,0.09228966961468126
2025-06-10,0.16699090909090908,0.0,0.45454545454545453,0.09090909090909091,22,0.23329954598235222
2025-06-11,0.33870833333333333,0.33575,0.6666666666666666,0.0,12,1.2682214847751028
2025-06-12,0.36007777777777783,0.3071,0.6666666666666666,0.0,9,1.3970127648268367
2025-06-13,-0.04684117647058823,0.0,0.23529411764705882,0.29411764705882354,17,-1.0554428023362417
2025-06-14,0.0472,0.0,0.2857142857142857,0.2857142857142857,7,-0.488667024580036
2025-07-02,0.28331428571428574,0.2023,0.6428571428571429,0.0,14,0.9343676815725318
2025-07-03,0.10953333333333333,0.0,0.3333333333333333,0.0,6,-0.11299091326313719
2025-07-04,0.20964285714285716,0.27115,0.6428571428571429,0.0,14,0.49035812326972494
2025-07-05,0.41011999999999993,0.4019,1.0,0.0,5,1.6986117078124061
2025-07-06,0.6249,0.6249,1.0,0.0,1,2.9930670316943884
2025-07-07,-0.016024999999999998,0.0,0.125,0.125,8,-0.8697171123556124
2025-07-08,0.05265714285714286,0.0,0.42857142857142855,0.14285714285714285,7,-0.45577742766871693
2025-07-09,0.43975000000000003,0.3481,0.625,0.0,8,1.8771884432934716
2025-07-10,0.27853,0.2023,0.6,0.0,10,0.9055333203013255
2025-07-11,0.5742666666666667,0.6914,0.8333333333333334,0.0,6,2.6879055273679877
2025-07-12,0.215475,0.2023,0.75,0.0,8,0.5255078037384316
2025-07-13,0.0,0.0,0.0,0.0,1,-0.7731362083365754
2025-07-14,0.2062,0.2023,0.5714285714285714,0.0,7,0.46960840375237434
2025-07-15,0.29275,0.3119,0.6666666666666666,0.16666666666666666,6,0.9912356887974695
2025-07-16,0.17365714285714282,0.0,0.42857142857142855,0.14285714285714285,7,0.2734762001817334
2025-07-17,0.39670000000000005,0.34,1.0,0.0,5,1.617730850905357
2025-07-18,0.16124,0.0258,0.4,0.0,5,0.1986394524452978
2025-07-19,0.0,0.0,0.0,0.0,1,-0.7731362083365754
2025-07-20,0.1079,0.0,0.25,0.0,8,-0.12283483275753722
2025-07-21,0.14033076923076923,0.0,0.38461538461538464,0.15384615384615385,13,0.07262182935419198
2025-07-22,0.06851428571428572,0.0,0.42857142857142855,0.14285714285714285,7,-0.3602081800991773
2025-07-23,0.07094999999999999,0.10115,0.5,0.25,4,-0.34552839927881124
2025-07-24,0.16034,0.0,0.4,0.0,5,0.19321525190756725
2025-07-25,0.28636666666666666,0.0,0.3333333333333333,0.0,6,0.9527640442428243
2025-07-26,0.20413333333333336,0.0,0.3333333333333333,0.0,3,0.4571528321472153
2025-07-27,0.358475,0.268,0.75,0.0,4,1.387353000288964
2025-07-28,0.12894285714285716,0.10115,0.5,0.21428571428571427,14,0.003988141719878964
2025-07-29,0.2299375,0.0,0.375,0.0,8,0.6126716929350196
2025-07-30,0.19277857142857144,0.27225,0.6428571428571429,0.14285714285714285,14,0.38871893700320104
2025-07-31,0.2107625,0.10115,0.5,0.0,8,0.4971060870339254
2025-08-01,0.01466666666666668,0.0,0.3333333333333333,0.3333333333333333,3,-0.6847418292031874
2025-08-02,0.03343333333333334,0.0,0.3333333333333333,0.3333333333333333,6,-0.5716372031756932
2025-08-03,-0.10606666666666666,0.0,0.0,0.3333333333333333,3,-1.4123882865239399
2025-08-04,0.1735,0.2023,0.6666666666666666,0.0,3,0.27252911754816156
2025-08-05,0.21373000000000003,0.0,0.4,0.2,10,0.5149908815847207
2025-08-06,0.1656625,0.10115,0.5,0.0,8,0.22529337119875742
2025-08-07,0.0,0.0,0.0,0.0,4,-0.7731362083365754
2025-08-08,0.05295,0.0,0.25,0.25,4,-0.4540124100334237
2025-08-09,0.132075,0.1958,0.75,0.25,4,0.02286522057539373
2025-08-10,0.0,0.0,0.0,0.0,1,-0.7731362083365754
2025-08-11,0.43135,0.47355,0.75,0.0,4,1.8265625716079856
2025-08-12,0.09402857142857143,0.0,0.2857142857142857,0.0,7,-0.20643639977557585
2025-08-13,0.03596923076923077,0.0,0.3076923076923077,0.23076923076923078,13,-0.5563536295807772
2025-08-14,0.17995333333333333,0.0,0.4666666666666667,0.13333333333333333,15,0.3114226443668523
2025-08-15,0.14957272727272727,0.0,0.36363636363636365,0.09090909090909091,11,0.12832208911071719
2025-08-16,0.0,0.0,0.0,0.0,2,-0.7731362083365754
2025-08-17,0.0,0.0,0.0,0.0,1,-0.7731362083365754
2025-08-18,0.09173750000000001,0.1403,0.625,0.25,8,-0.2202444340809496
2025-08-19,0.11755,0.064,0.5,0.3,10,-0.06467534921409215
2025-08-20,0.03525000000000002,0.17,0.5,0.25,4,-0.5606883539421258
2025-08-21,0.2028090909090909,0.0,0.36363636363636365,0.09090909090909091,11,0.44917176940314685
2025-08-22,0.10445,0.0,0.3333333333333333,0.08333333333333333,12,-0.14362760148550457
2025-08-23,0.12061111111111113,0.0,0.3333333333333333,0.2222222222222222,9,-0.046226370841934206
2025-08-24,0.005624999999999998,0.0,0.125,0.125,8,-0.7392349549757591
2025-08-25,0.04925000000000001,0.0,0.375,0.375,8,-0.47631190113298283
2025-08-26,-0.002399999999999987,0.0,0.3333333333333333,0.4,15,-0.787600743103857
2025-08-27,0.22007692307692306,0.2023,0.5384615384615384,0.15384615384615385,13,0.5532430855478105
2025-08-28,0.1539125,0.0,0.25,0.0,8,0.15447741973394102
2025-08-29,0.28474285714285713,0.0,0.42857142857142855,0.14285714285714285,7,0.9429775236959136
2025-08-30,0.12040000000000001,0.0,0.3333333333333333,0.0,3,-0.04749871417794515
2025-08-31,-0.08974999999999998,-0.08974999999999998,0.5,0.5,2,-1.314049539738046
2025-09-01,0.0,0.0,0.0,0.0,2,-0.7731362083365754
2025-09-02,0.26704,0.3818,0.6,0.0,5,0.8362843601029646
2025-09-03,0.18176363636363638,0.0,0.36363636363636365,0.18181818181818182,11,0.32233314066732477
2025-09-04,0.2487,0.2023,0.625,0.0,8,0.7257512069229872
2025-09-05,0.22465000000000002,0.2143,0.6428571428571429,0.21428571428571427,14,0.5808045147758523
2025-09-06,0.2715666666666667,0.2023,0.6666666666666666,0.0,3,0.8635660798445876
2025-09-07,0.10115,0.10115,0.5,0.0,4,-0.16351633679051686
2025-09-08,0.10258,0.0,0.3,0.1,10,-0.15489788482501152
2025-09-09,0.28085,0.08895,0.5,0.07142857142857142,14,0.9195157039096977
2025-09-10,0.1965714285714286,0.0516,0.5714285714285714,0.14285714285714285,7,0.41157806784078016
2025-09-11,0.09333333333333332,0.0,0.3333333333333333,0.16666666666666666,6,-0.21062652294228848
2025-09-12,0.38849999999999996,0.45595,0.8,0.1,10,1.568310357117144
2025-09-13,0.09755999999999998,0.2023,0.6,0.2,5,-0.18515287004657582
2025-09-14,0.0,0.0,0.0,0.0,1,-0.7731362083365754
2025-09-15,0.0961,0.0,0.125,0.0,8,-0.19395212869667203
2025-09-16,0.02793846153846154,0.0,0.3076923076923077,0.15384615384615385,13,-0.6047541882251427
2025-09-17,0.16907142857142857,0.0,0.42857142857142855,0.14285714285714285,7,0.2458386069656776
2025-09-18,-0.2732,-0.2732,0.0,1.0,1,-2.4196824160121384
2025-09-19,0.20040000000000002,0.1806,0.5,0.0,4,0.4346524447314438
2025-09-20,0.0,0.0,0.0,0.0,2,-0.7731362083365754
2025-09-21,0.0,0.0,0.0,0.0,1,-0.7731362083365754
2025-09-22,0.20198,0.064,0.5,0.2,10,0.44417493011990405
2025-09-23,-0.019,0.0,0.2857142857142857,0.42857142857142855,7,-0.8876471085775552
2025-09-24,0.24528888888888892,0.25,0.6666666666666666,0.1111111111111111,9,0.7051928172306009
2025-09-25,0.21959999999999996,0.0,0.4,0.2,5,0.5503687228696967
2025-09-26,0.08864666666666668,0.0,0.4,0.06666666666666667,15,-0.23887254500173005
2025-09-27,0.342375,0.32730000000000004,0.75,0.25,4,1.2903200795584495
2025-09-28,0.45533999999999997,0.5267,0.6,0.0,5,1.9711476503859384
2025-09-29,0.11589166666666667,0.0,0.4166666666666667,0.08333333333333333,12,-0.07466994094565135
2025-09-30,0.06606000000000001,0.0,0.4,0.0,5,-0.3749998888671475
2025-10-01,0.2347142857142857,0.0,0.42857142857142855,0.0,7,0.6414608525350779
2025-10-02,0.3108666666666667,0.1901,0.6666666666666666,0.0,6,1.100422836658825
2025-10-03,0.0989125,0.0258,0.5,0.125,8,-0.17700150201626386
2025-10-04,0.29286666666666666,0.4019,0.6666666666666666,0.0,3,0.9919388259042122
2025-10-05,0.09578,0.0,0.4,0.2,5,-0.1958807333323096
2025-10-06,0.19472142857142857,0.0,0.35714285714285715,0.14285714285714285,14,0.40042832229100045
2025-10-07,0.34187142857142855,0.34,0.7142857142857143,0.0,7,1.2872851102099574
2025-10-08,0.36465714285714285,0.2023,0.5714285714285714,0.0,7,1.4246120920778995
2025-10-09,0.10404444444444445,0.0,0.4444444444444444,0.2222222222222222,9,-0.1460718399994202
2025-10-10,-0.031420000000000003,0.0,0.0,0.1,10,-0.9625010759982379
2025-10-11,0.10187142857142858,0.0,0.42857142857142855,0.14285714285714285,7,-0.15916836651820893
2025-10-12,-0.07075,0.0,0.25,0.375,8,-1.199538639497066
2025-10-13,0.051644444444444465,0.0,0.3333333333333333,0.2222222222222222,9,-0.4618808490850698
2025-10-14,0.10873333333333333,0.0,0.2222222222222222,0.1111111111111111,9,-0.11781242485223106
2025-10-15,0.18716,0.2023,0.6,0.2,5,0.3548564279319398
2025-10-16,0.19272222222222224,0.2023,0.5555555555555556,0.2222222222222222,9,0.3883793265638899
2025-10-17,0.47334,0.6705,0.6,0.0,5,2.0796316611405508
2025-10-18,0.128,0.128,1.0,0.0,2,-0.0016943540815532333
2025-10-19,0.34355,0.5199,0.625,0.25,8,1.2974016747049315
2025-10-20,0.27375,0.318,0.75,0.25,4,0.8767247885564895
2025-10-21,0.19779999999999998,0.0,0.46153846153846156,0.15384615384615385,13,0.4189825320668884
2025-10-22,-0.042499999999999996,0.0,0.125,0.125,8,-1.0292790115071881
2025-10-23,0.05,0.0,0.2,0.0,5,-0.47179173401820734
2025-10-24,0.04198571428571428,0.0,0.42857142857142855,0.2857142857142857,7,-0.5200929483303801
2025-10-25,0.0903,0.0,0.25,0.0,4,-0.2289080877176027
2025-10-26,0.2987,0.3818,0.8571428571428571,0.0,7,1.0270956812413554
2025-10-27,0.26276363636363637,0.34,0.6363636363636364,0.09090909090909091,11,0.8105111890630808
2025-10-28,0.1983,0.05135,0.5,0.0,8,0.4219959768100722
2025-10-29,0.003437500000000003,0.0,0.25,0.25,8,-0.7524187757271875
2025-10-30,-0.17075,-0.14055,0.0,0.75,4,-1.8022275881338023
2025-10-31,0.11195714285714285,0.0,0.2857142857142857,0.0,7,-0.0983828811271325
